"","line","section_name","section_artist","song_name","artist_name","song_id"
"1403","Just awaken shaken once again, so you know it's on","Intro","Drake","Jimmy Cooks","Drake","8110900"
"1404","Just awaken shaken once again, ho, you know it's on","Intro","Drake","Jimmy Cooks","Drake","8110900"
"1405","Yeah, life","Intro","Drake","Jimmy Cooks","Drake","8110900"
"1406","Life is the only thing we need","Intro","Drake","Jimmy Cooks","Drake","8110900"
"1407","They need me to go, but I don't wanna leave","Intro","Drake","Jimmy Cooks","Drake","8110900"
"1408","Rest in peace to Lil Keed","Intro","Drake","Jimmy Cooks","Drake","8110900"
"1409","Fuck a pigeonhole, I'm a night owl, this a different mode","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1410","I might have to make her paint a 6 on her pinky toe","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1411","Heard you with a shooting guard, just let a nigga know","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1412","I would have you courtside, not the middle row","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1413","All good, love, in a minute, though","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1414","I can't strеss about no bitch 'cause I'm a timid soul","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1415","Plus I'm cookin' up ambition on a kitchen stove","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1416","Pot start to bubblе, see the suds, that shit good to go","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1417","Hoes say I'm suave, but I can't get RICO'd","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1418","Bro think he John Wayne, I bought him yellow stones","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1419","Love the way they hang, babe, fuck the silicone","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1420","Everybody fake now, you could crack the code","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1421","Bustdown everything, set in rose gold","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1422","Dread talkin' to you niggas like I'm J. Cole","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1423","I can tell her head good before I even know","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1424","Bitch, don't tell me that you model if you ain't been in Vogue","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1425","Gotta throw a party for my day ones","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1426","They ain't in the studio, but they'll lay somethin'","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1427","Rest in peace to Drama King, we was straight stuntin'","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1428","You don't like the way I talk? Nigga, say somethin'","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1429","Gotta throw a party for my day ones","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1430","Pull up and you know it's us, the bass jumpin'","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1431","You don't like the way I talk? Then say somethin'","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1432","Get out my face, nigga","Verse 1","Drake","Jimmy Cooks","Drake","8110900"
"1433","Gotta throw a party for my day ones","Chorus","Drake & 21 Savage","Jimmy Cooks","Drake","8110900"
"1434","They ain't in the studio, but they'll lay somethin'","Chorus","Drake & 21 Savage","Jimmy Cooks","Drake","8110900"
"1435","Rest in peace to Drama King, we was straight stuntin'","Chorus","Drake & 21 Savage","Jimmy Cooks","Drake","8110900"
"1436","If I let my nigga 21 tell it, you a","Chorus","Drake & 21 Savage","Jimmy Cooks","Drake","8110900"
"1437","Pussy","Chorus","Drake & 21 Savage","Jimmy Cooks","Drake","8110900"
"1438","Spin a block twice like it ain't nowhere to park (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1439","Smack the backside of his head like he Bart (Pussy)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1440","OVO 4L, we come out when it get dark (21, 21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1441","Big stepper, he came in a Rolls, but he left in a stretcher (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1442","Let my brother drive while I shoot, team effort (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1443","Askin' all these questions, bitch, you must think you Nadeska","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1444","The chopper like to feel on all the opps, it's a molester (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1445","I be with my gun like Rozay be with lemon pepper","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1446","She wanna hear some Afrobeats 'cause she just popped a Tesla","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1447","All that workin' out, that nigga must think he a wrestler","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1448","But this ain't UFC, this chopper came with a compressor (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1449","This chopper came with a compressor (Pussy)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1450","This chopper came with a— (Pussy)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1451","This Glock 45 came with a switch (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1452","If I was Will Smith, I would've slapped him with a stick","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1453","Put your hands in the air, it's a stick-up (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1454","Spin the same hood where I get my dick sucked (Facts)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1455","If you standin' on business, put your blick up (21, 21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1456","Come around actin' scary, get your shit took (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1457","Fell in love with feelin' dizzy, so I spizzin (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1458","I got mad love for the boy, yeah, that's my twizzin (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1459","If them niggas keep on dissin', slide agaizzin (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1460","We the reason why the opps ain't got no frizziends (21)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1461","Last nigga played with me got turned duppy","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1462","I ain't even roll him in the 'Wood 'cause he musty","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1463","You ask how she doin', I just tell her come and fuck me","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1464","Shot his ass twenty times, damn, this nigga lucky (Damn, that nigga lucky)","Verse 2","21 Savage","Jimmy Cooks","Drake","8110900"
"1465","Gotta throw a party for my day ones","Chorus","Drake","Jimmy Cooks","Drake","8110900"
"1466","They ain't in the studio, but they'll lay somethin'","Chorus","Drake","Jimmy Cooks","Drake","8110900"
"1467","Rest in peace to Drama King, we was straight stuntin'","Chorus","Drake","Jimmy Cooks","Drake","8110900"
"1468","You don't like the way I talk? Nigga, say somethin'","Chorus","Drake","Jimmy Cooks","Drake","8110900"
"1469","Say somethin', say somethin', say somethin', say somethin', say somethin'","Outro","Drake","Jimmy Cooks","Drake","8110900"
"1470","You don't like the way I talk? Nigga, say somethin', say somethin', say somethin', say somethin', say somethin'","Outro","Drake","Jimmy Cooks","Drake","8110900"
"1471","La-da, la-da-da, la-da-da","Intro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1472","La-da, la-da-di-da, da, la-da-da-da-da","Intro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1473","La-da, la-da-da, la-da-da","Intro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1474","La-da, la-da-di-da","Intro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1475","I got my head out the sunroof","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1476","I'm blasting our favorite tunes","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1477","I only got one thing on my mind","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1478","You got me stuck on the thought of you","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1479","You're making me feel brand new","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1480","You're more than a sunshine in my eyes","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1481","You got those pretty eyes in your head, you know it","Verse","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1482","You got me dancing in my bed, so, let me show it","Verse","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1483","You are exactly what I want, kinda cool and kinda not","Verse","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1484","Wanna give myself to you","Verse","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1485","Yeah, we're driving down the freeway at night","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1486","I only got one thing in the back of my mind","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1487","(You got me stuck on the thought of you)","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1488","I'm feeling like this might be my time","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1489","To shine with you, with you, with you","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1490","I got my head out the sunroof","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1491","I'm blasting our favoritе tunes","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1492","I only got one thing on my mind","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1493","You got me stuck on thе thought of you","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1494","You're making me feel brand new","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1495","You're more than a sunshine in my eyes","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1496","I got my head out the sunroof","Post-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1497","Oh-oh-woah, oh-oh-woah-ooh-oh-oh-oh","Post-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1498","You got me stuck on the thought of you","Post-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1499","Oh-oh-woah, oh-oh-woah-ooh-oh-oh-oh","Post-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1500","Yeah, we're driving down the freeway at night","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1501","I only got one thing in the back of my mind","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1502","(You got me stuck on the thought of you)","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1503","I'm feeling like this might be my time","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1504","To shine with you, with you, with you","Pre-Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1505","I got my head out the sunroof","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1506","I'm blasting our favorite tunes","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1507","I only got one thing on my mind","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1508","You got me stuck on the thought of you","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1509","You're making me feel brand new","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1510","You're more than a sunshine in my eyes","Chorus","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1511","La-da, la-da-da, la-da-da","Outro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1512","La-da, la-da-di-da, da, la-da-da-da-da","Outro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1513","La-da, la-da-da, la-da-da","Outro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1514","La-da, la-da-di-da","Outro","Nicky Youre & Dazy","Sunroof","Nicky Youre & Dazy","7430891"
"1515","(Cheese, his name is Cheese)","Intro","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1516","They say they don't fuck with me (Cheese), but I say they can't fuck  with me","Intro","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1517","Just like the air, I'm everywhere, how you say it's up with me?","Intro","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1518","P-poppin' shit, you would think I went to school for chiropractin' (Poppin')","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1519","Lookin' good as hell today, just sent my nigga five attachments (Look at this)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1520","Why did you confront me 'bout a nigga? Man, you bitches backwards (Stupid ass)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1521","They come at me 'bout niggas who I don't even find attractive (Ugh)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1522","I don't know that nigga, I just seened him on the town before","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1523","I can't be up in her face, I took her nigga down before (Nah)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1524","When I lose a nigga, I just pop out and go find some morе (Easy)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1525","Soon as I feel like my time get wastеd, then it's time to go (Deuces)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1526","They say they don't fuck with me, but I say they can't fuck with me (On gang)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1527","Just like the air, I'm everywhere, how you say it's up with me (Huh?)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1528","Them bitches should've stayed down, they could've been up with me (Too bad)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1529","But all they doin' is talkin' down, 'cause they can't get up with me (Lame ass)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1530","My ex fuckin' on my old friend, both they ass some fuckin' clowns (Hahahaha)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1531","Thinkin' that she got one up on me, she got my hand-me-downs (Lame ass ho)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1532","He thought he wasn't gon' have to stand on shit, like he was handicap (Thought it was)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1533","Make that nigga stand on that, now his ass can't stand me now","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1534","High as fuck, I'm lit, yuh, I don't smoke no swishers (Nope)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1535","Slidin' with my gang and 'nem, look at them like sisters (That's gang)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1536","These bitches be lettin' them go out sad about these niggas (Ugh)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1537","I don't wanna hang with them, they don't handle business (They can't hang with us)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1538","They be goin' for anything, but I can't go for none of that (None of that)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1539","Why would I go chase you if I know you gon' come runnin' back? (Fuckin' dumb)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1540","Cut everybody off, lately been feelin' like the lumberjack (Fuck 'em)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1541","They really got me fucked up, and I wasn't goin' for none of that (None of that)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1542","She the type, the nigga make her mad she go tweet somethin' (Ugh)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1543","Me, I'm kinda ratchet still so I'm the type to beat somethin' (Beat 'em up)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1544","I can't love you, baby, like your bitch do, so don't leave her (Keep that bih)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1545","He gon' choose her every time 'cause it's cheaper to keep her (Hahaha)","Verse 1","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1546","Can't say your name up in my songs, might not fuck with you tomorrow (Nah)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1547","Can get my feelings hurt today, I won't give a fuck tomorrow (That's just me)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1548","Ain't fucked up 'bout no credit score, I might be rich as fuck tomorrow (Duh)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1549","Every day the sun won't shine, but that's why I love tomorrows","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1550","Ridin' with my twin and 'nem (Skrrt), and we all look good as fuck (Gang)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1551","She say she my opp but I don't know her, had to look her up (Fuck is you?)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1552","I know that I'm rich, but I can't help it, bitch, I'm hood as fuck (Woo)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1553","I've been on these bitches neck so long, sometimes my foot get stuck (Ah)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1554","I can't put you in my business (No), you might wish me dead tomorrow (Yeah)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1555","Bitches be on dick today, sing every word of ""Up"" tomorrow (Up)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1556","Bitch, I still got cases open, keep your mouth shut tomorrow (Shh)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1557","Play with me today then get some sleep, you know it's up tomorrow (Woo)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1558","Fake bitch, that's why my friend fucked on your nigga (Ah-ha)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1559","Both you bitches pussy, I think y'all should scissor (Ah-ah-ah)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1560","She bought a chain, I bought the same one, even bigger (Bitch, it's bigger)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1561","She throwin' shots, that's how I know I got her triggered (Ah)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1562","I don't speak dog ho (Woof), I don't care what no bitch say (No)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1563","I stay on her mind, I got condos in that bitch head (Ah)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1564","She say she don't fuck with me (Who?), who said that you can, ho? (Never)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1565","That nigga a munch and he gon' eat me like a mango","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1566","Long ass weave, it be ticklin' my ass crack (Ah)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1567","Wonder what I'll do tomorrow that these hoes will be mad at (Huh?)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1568","All y'all bitches sweet, and I always get my lick, boo (Facts)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1569","I, I fight for my bitches and I'm fightin' over dick too (That, that, Cardi)","Verse 2","Cardi B & GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1570","Can't say your name up in my songs, might not fuck with you tomorrow (Nah)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1571","Can get my feelings hurt today, I won't give a fuck tomorrow","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1572","Ain't fucked up 'bout no credit score, I might be rich as fuck tomorrow (Duh)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1573","Every day the sun won't shine, but that's why I love tomorrow","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1574","Can't say your name up in my songs, might not fuck with you tomorrow (Nah)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1575","Can get my feelings hurt today, I won't give a fuck tomorrow (That's just me)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1576","Ain't fucked up 'bout no credit score, I might be rich as fuck tomorrow (Duh)","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1577","Every day the sun won't shine, but that's why I love tomorrows","Chorus","GloRilla","Tomorrow  2","GloRilla & Cardi B","8402481"
"1578","I will wait for you, for you","Intro","Future & Tems","WAIT FOR U","Future","7945037"
"1579","Early in the mornin', late at night (I will wait for you)","Intro","Future & Tems","WAIT FOR U","Future","7945037"
"1580","It doesn't even matter what time it is (I will wait for you)","Intro","Future & Tems","WAIT FOR U","Future","7945037"
"1581","Presidential Rollie, RM, wait (Higher, sayin' higher-er-er-er)","Intro","Future & Tems","WAIT FOR U","Future","7945037"
"1582","Whenever I find time, it's okay (Ayy)","Intro","Future & Tems","WAIT FOR U","Future","7945037"
"1583","ATL Jacob, ATL Jacob","Intro","Future & Tems","WAIT FOR U","Future","7945037"
"1584","You pray for my demons, girl, I got you","Verse 1","Future","WAIT FOR U","Future","7945037"
"1585","Every time I sip on codeine, I get vulnerable","Verse 1","Future","WAIT FOR U","Future","7945037"
"1586","I'm knowin' the sounds of the storm when it come","Verse 1","Future","WAIT FOR U","Future","7945037"
"1587","She understand I can't take her everywhere a nigga going","Verse 1","Future","WAIT FOR U","Future","7945037"
"1588","I been in the field like thе children of the corn","Verse 1","Future","WAIT FOR U","Future","7945037"
"1589","I can hear your tеars when they drop over the phone","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1590","Get mad at yourself 'cause you can't leave me alone","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1591","Gossip, bein' messy, that ain't what we doing (World was ending)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1592","Travel around the world (Would you cry or would you try to get me?)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1593","Over the phone, dropping tears (Tell me now, I want you to be clear, yeah)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1594","I get more vulnerable when I do pills (Tell me now, I need you to be clear, yeah)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1595","When you drunk, you tell me exactly how you feel (I will wait for you, for you)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1596","When I'm loaded, I keep it real (I will wait for you, I will wait for you)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1597","Please tell a real one exactly what it is (I will wait, will wait, for you, for you)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1598","Don't say it 'cause you know that's what I wanna hear (I will wait for you, I will wait for you)","Chorus","Future & Tems","WAIT FOR U","Future","7945037"
"1599","Yeah, I been trappin' 'round the world","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1600","I sit on my balcony and wonder how you feelin'","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1601","I got a career that takes my time away from women","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1602","I cannot convince you that I love you for a livin' (Will wait for you, for you)","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1603","I be on your line, feelings flowin' like a river","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1604","You be textin' back you at Kiki on the river (I will wait for you)","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1605","Message say delivered (I will wait for you), but I know that you don't get it","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1606","Why you introduce us if you knew that you was with him? (I will wait for you, for you, for you)","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1607","Made me shake his hand when y'all been fuckin' for a minute (I will wait for you, for you)","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1608","Walk me off the plank because you know that I'm a swimmer (I will wait for you)","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1609","Supposed to be your dog, but you done put me in a kennel","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1610","Girl, put a muzzle on it, all that barkin' over dinner","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1611","I was fuckin' with you when you had the tiny Presidential","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1612","You got better when you met me and that ain't coincidental","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1613","Tried to bring the best out you, guess I'm not that influential","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1614","Guess I'm not the one that's meant for you","Verse 2","Drake & Tems","WAIT FOR U","Future","7945037"
"1615","I can hear your tears when they drop over the phone","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1616","Get mad at myself 'cause I can't leave you alone","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1617","Gossip, bein' messy, that ain't what we doing, yeah (World was ending)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1618","Trappin' around the world (Would you cry or would you try to get me?)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1619","Over the phone, dropping tears (Tell me now, I want you to be clear, yeah)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1620","I get more vulnerable when I do pills (Tell me now, I need you to be clear, yeah)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1621","When you drunk, you tell me exactly how you feel (I will wait for you, for you)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1622","When I'm loaded, I keep it real (I will wait for you, I will wait for you)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1623","Please tell a real one exactly what it is (I will wait, will wait, for you, for you)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1624","Don't say it 'cause you know that's what I wanna hear (I will wait for you, I will wait for you)","Chorus","Drake, Tems & Future","WAIT FOR U","Future","7945037"
"1625","Early in the mornin', late at night","Outro","Future & Tems","WAIT FOR U","Future","7945037"
"1626","It don't even matter what time it is","Outro","Future & Tems","WAIT FOR U","Future","7945037"
"1627","World was ending, would you cry or would you try to get me?","Outro","Future & Tems","WAIT FOR U","Future","7945037"
"1628","Tell me now, I want you to be clear, yeah","Outro","Future & Tems","WAIT FOR U","Future","7945037"
"1629","Tell me now","Outro","Future & Tems","WAIT FOR U","Future","7945037"
"1630","(Heads Carolina, tails California)","Intro","Cole Swindell","She Had Me At Heads Carolina","Cole Swindell","7666795"
